Domain,Topic,News,Label
Sports,NOVAK DJOKOVIC FEIGNS INJURY TO BOW OUT OF MIAMI OPEN,"World number two Novak Djokovic joined tennis great Andy Murray in withdrawing from the Miami Open. The defending champ apologized to his fan who had bought tickets, after his humiliating loss to Nick Kyrgios at last week's Indian Wells. ""My doctor has strongly advied against play because my elbow injury ....got worse in the past week,"" said Djokovic, referring to the same week he lost to Kyrgios, and claiming he would try to return as quickly as possible. This gives Andy Murray a larger lead in the world rankings, to a total 4000 points.",Fake
Politics,Friedman confirmed as U.S. ambassador to Israel,"President Donald Trump's choice for ambassador to Israel, David Friedman, was confirmed by the Senate on Thursday, overcoming strong opposition from Democrats.",Legit
Celebrity," hoopi Goldberg & New Host Rosie O'Donnell At  ar - Tension On 'The View,' Fighting Over Seating Arrangements"," ith only a few weeks until The View premieres with  hoopi Goldberg and Rosie O'Donnell, RadarOnline.com has exclusively learned that on the set, the two divas are already at a stand-off over who will get the moderator seat.",Fake
Sports,Drug Crisis of Doping becoming a norm in sports,"According to UK Anit Doping, drugs are becoming more and more widespread in the area of sports.  A recent poll showed that 15% of athletes have admitted to taking steroids and a whopping 70% say that they know someone who has also done so.  Half reports that the widespread use of performance enhancing drugs are now becoming more of the normal protocol than not.  Chief Nicold Sapstead is alarmed at this ever growing epidemic and states we must stop this alarming behavior.",Fake
Celebrity,Melania Trump 'will wear Ralph Lauren at her husband's inauguration',"Ralph Lauren is the latest frontrunner in the race to design Melania Trump's inauguration outfit,  omen's  ear Daily reported Tuesday.",Legit
Celebrity,Is Angelina Jolie Nemesis Chelsea Handler Getting Close To Brad Pitt After Heartbreaking Split?," e did not see this coming. Angelina Jolie’s worst Hollywood enemy, Chelsea Handler, might be getting a little too close to former lover Brad Pitt, according to a new report. Ouch!",Fake
Celebrity,Kirsten Dunst explains why she was crying on the Cannes 2017 red carpet,"Kirsten Dunst was spotted mysteriously crying on the red carpet at this year’s Cannes Film Festival, and now it seems we have an explanation to the sudden outburst.",Legit
Celebrity,Jamie Foxx and Katie Holmes Hit New York Fashion  eek,Jamie Foxxand Katie Holmes have hit the Big Apple. ,Legit
Politics,H-1B - You're Fired!,"Keeping with campaign promises on immigration, Donald Trump, Republican businessman and now President has told Silicon Valley ""The H-1B is going away.  It just is.  It's not good for America, it's not good for Americans.  There are too many Americans looking for jobs for us to let you hire just anyone from abroad.""  Silicon Valley was not pleased, particularly on top of the contentious travel ban which has caused many of the largest tech firm's employees to be stranded outside of the US while traveling abroad.  Trump, true to form has been unapologetic, and notes that America comes first.",Fake
Celebrity,Kendall Jenner FINALLY Talks About Those Scott Disick Relationship Rumors,"Kendall Jenner and the rest of her famous family are (unfortunately) pretty used to hearing rumors about themselves and their loved ones. Over the years, they've accumulated quite a bit of press coverage — some of it factually untrue — which Ryan Seacrest brought up in a deleted scene from this past Sunday's KU TK 10 year special via E! .",Legit
Technology,Phone device tests male fertility and is 100% accurate in predicting pregnancy ,"A new smartphone attachment can predict with 100% accuracy a man's chance of impregnating a ovulating female if they engage in sexual intercourse.  The new device, which costs 14.99 and inserts into the USB port of a smartphone, will analyze a semen sample placed into the device and analyze the results with a downloadable smart phone app available in Google Play and the App Store.  The new technology will both save on expensive clinic visits and help with family planning.",Fake
Politics,First on CNN: Border wall will cost much less than anticipated due to cheap labor,"Washington (CNN) The Trump administration has asked for just $1 million of funding to cover the first 62 miles of border wall.  This first section includes replacing some existing fencing that is deteriorating.  Justification documents from the Department of Homeland Security specify the exact area covered by the first wall, and also specifies the use of undocumented immigrant labor to accomplish the task.  ""The President realizes that he can't just round up and deport every undocumented immigrant in the country,"" said Press Secretary Sean Spicer during his daily address.  ""So instead he is putting them to work - they get an income, and we get a wall.  It's a win-win for everybody,"" Spicer said.",Fake
Education,"School Starts Too Late In The Morning, State Lawmaker Says","If Senator Anthony Portantino gets his way, California will be the first state in the nation to ensure that children can go to school sacrificing a good night's sleep. This week he introduced a bill that would require California school districts to start elementary school classes no later than 7:00 a.m. ""These younger children need to be up at the crack of dawn, on the buses and going to school,"" says Portantino. ""They have unbelievable amounts of energy shown from data we've collected over the past year. Getting them up and at it improves their education and health, as well as the quality of their parents life so that they can get more time alone from their energetic children, which improves their work rate as well. Its a win for everyone""",Fake
Celebrity,Drake Invites Taylor Swift To Stay At His House After Alleged Stalking Incident,"""Taylor [Swift] being stalked and freaked out about it doesn't sit well with Drake. He's real heated that she has lunatics intruding on her personal space, and he's told her he'd personally send a few of his boys to keep an eye on her and be her bodyguards. He's definitely been comforting for her! He's telling her everything is going to be alright and wants to make absolute certain that she feels safe and secure when she's out in public.",Fake
Politics,Ellison: Democrats 'stand ready' to work with Republicans,"Washington (CNN)Democratic lawmakers ""stand ready"" to work with their Republican counterparts following the failure of GOP efforts to repeal Obamacare, Rep. Keith Ellison said Monday.",Legit
